moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
39.1,24.1,6.74,739.1,51.3,28.1,43.3,bacterial_wilt
20.9,23.2,6.11,788.6,53.2,36.3,30.7,bacterial_wilt
37.3,22.7,6.25,538.2,56.4,25.3,45.8,bacterial_wilt
24.5,25.7,6.71,628.2,54.6,26.5,44.9,bacterial_wilt
29.0,28.1,6.02,617.0,43.7,36.4,54.7,bacterial_wilt
28.1,29.1,6.1,604.8,42.3,35.7,42.7,bacterial_wilt
23.0,25.8,6.72,546.0,51.3,25.6,54.1,bacterial_wilt
26.5,22.9,6.58,763.3,48.4,39.1,44.3,bacterial_wilt
37.9,24.5,6.37,568.3,39.8,21.5,41.5,bacterial_wilt
25.8,32.0,6.71,707.3,53.6,28.0,40.0,bacterial_wilt
34.3,25.2,6.4,738.4,31.2,20.3,36.4,bacterial_wilt
39.2,30.7,6.16,667.7,38.6,36.1,30.6,bacterial_wilt
35.9,31.0,6.27,632.2,50.0,24.6,36.9,bacterial_wilt
39.0,28.9,6.18,546.2,55.9,20.7,50.9,bacterial_wilt
24.0,25.4,6.93,652.3,42.7,25.3,59.3,bacterial_wilt
20.9,27.4,6.91,747.6,54.3,24.0,41.8,bacterial_wilt
22.7,24.5,6.21,742.2,40.1,36.3,55.6,bacterial_wilt
25.2,30.5,6.59,711.7,57.5,24.5,51.6,bacterial_wilt
36.3,25.2,6.56,744.7,32.0,30.1,38.7,bacterial_wilt
31.7,26.2,6.22,545.2,34.9,37.4,50.1,bacterial_wilt
37.5,29.5,6.52,658.7,59.7,33.5,56.5,bacterial_wilt
30.1,29.5,6.78,632.1,35.6,29.9,36.6,bacterial_wilt
24.1,23.5,6.07,750.0,56.2,24.4,46.3,bacterial_wilt
37.3,30.4,6.56,617.0,47.8,22.1,45.1,bacterial_wilt
35.4,26.8,6.85,760.9,86.6,59.1,41.5,root_knot_nematodes
39.8,25.0,6.72,867.9,89.4,52.3,43.3,root_knot_nematodes
38.2,31.7,6.85,922.1,68.0,49.2,56.1,root_knot_nematodes
31.0,32.0,6.65,865.6,74.5,48.5,59.0,root_knot_nematodes
42.3,29.5,6.85,682.1,84.2,59.7,46.4,root_knot_nematodes
35.3,32.2,7.43,615.1,73.9,58.7,58.8,root_knot_nematodes
46.9,28.5,6.96,677.1,87.5,43.6,53.4,root_knot_nematodes
37.0,30.1,6.71,874.6,76.7,48.7,57.4,root_knot_nematodes
39.2,26.7,6.57,964.5,89.7,42.2,44.8,root_knot_nematodes
30.8,31.8,6.96,919.3,84.7,47.0,51.5,root_knot_nematodes
31.1,31.6,7.35,933.4,89.8,59.5,44.2,root_knot_nematodes
38.1,25.6,7.44,677.1,68.0,53.7,41.7,root_knot_nematodes
32.3,32.6,6.69,752.6,61.7,43.5,47.2,root_knot_nematodes
45.2,30.4,7.14,661.4,74.5,57.6,42.2,root_knot_nematodes
37.9,29.8,6.8,630.6,74.7,40.0,59.2,root_knot_nematodes
44.4,33.1,6.99,606.8,63.7,47.8,45.4,root_knot_nematodes
44.4,33.7,7.2,692.9,68.3,58.7,44.9,root_knot_nematodes
47.9,32.0,6.6,953.9,79.2,45.8,49.5,root_knot_nematodes
35.7,30.4,7.3,633.5,64.6,54.8,40.7,root_knot_nematodes
35.1,29.1,6.73,790.0,67.6,58.3,54.9,root_knot_nematodes
40.0,33.2,7.43,842.3,83.4,47.5,41.6,root_knot_nematodes
46.7,25.8,7.34,965.6,83.6,40.6,48.6,root_knot_nematodes
49.9,28.5,6.98,675.1,67.8,45.1,54.2,root_knot_nematodes
43.2,30.7,7.15,687.9,83.3,58.5,49.0,root_knot_nematodes
42.9,25.1,7.28,822.8,86.2,51.7,58.7,root_knot_nematodes
47.9,30.9,6.66,999.5,77.0,53.3,46.9,root_knot_nematodes
34.5,29.2,7.28,915.6,74.4,44.1,51.9,root_knot_nematodes
46.1,29.9,6.7,623.9,74.8,46.5,46.2,root_knot_nematodes
42.0,25.0,7.31,902.7,62.3,43.6,44.6,root_knot_nematodes
47.6,29.4,7.47,644.3,68.7,48.6,47.9,root_knot_nematodes
44.9,25.4,7.05,876.5,65.1,53.7,41.3,root_knot_nematodes
33.3,30.4,6.62,971.6,83.3,44.5,45.2,root_knot_nematodes
41.0,29.5,6.52,964.8,86.8,41.9,51.8,root_knot_nematodes
34.4,32.8,6.54,792.1,79.2,41.2,42.9,root_knot_nematodes
31.2,24.2,7.39,921.7,79.2,49.9,42.5,root_knot_nematodes
49.3,32.1,6.61,856.1,61.9,58.2,52.9,root_knot_nematodes
36.0,31.2,7.14,706.7,86.1,57.5,56.2,root_knot_nematodes
49.8,30.7,6.85,897.3,72.9,44.6,55.1,root_knot_nematodes
43.7,29.6,7.31,985.5,66.0,48.8,55.1,root_knot_nematodes
33.9,28.3,7.4,942.6,70.6,44.9,47.7,root_knot_nematodes
31.0,33.9,6.86,617.4,63.1,50.2,54.9,root_knot_nematodes
44.7,26.0,7.07,635.1,85.5,57.6,41.5,root_knot_nematodes
31.4,32.7,6.76,893.6,79.9,51.8,58.1,root_knot_nematodes
43.1,26.3,7.08,637.9,79.7,44.8,58.8,root_knot_nematodes
34.7,24.2,6.92,610.3,86.4,51.2,53.8,root_knot_nematodes
43.0,25.5,7.0,810.2,64.8,57.8,46.8,root_knot_nematodes
39.9,32.2,7.16,888.1,71.4,54.6,52.1,root_knot_nematodes
39.4,30.6,7.29,880.3,72.3,42.5,46.4,root_knot_nematodes
36.8,28.4,7.35,904.6,89.2,54.6,50.1,root_knot_nematodes
38.4,27.5,6.92,638.4,79.3,44.6,57.9,root_knot_nematodes
40.7,24.8,6.58,966.7,89.1,43.7,57.8,root_knot_nematodes
38.9,32.8,7.42,809.3,87.5,46.8,44.5,root_knot_nematodes
40.1,24.6,7.08,806.0,87.0,40.5,47.7,root_knot_nematodes
48.3,29.9,6.88,876.3,68.0,52.6,49.2,root_knot_nematodes
33.1,30.6,6.53,921.6,82.6,46.8,44.0,root_knot_nematodes
40.5,28.7,6.51,736.9,76.0,53.7,45.0,root_knot_nematodes
45.3,32.9,7.18,767.6,89.8,49.8,58.3,root_knot_nematodes
36.0,31.0,7.06,938.8,87.8,52.8,59.3,root_knot_nematodes
43.7,31.3,7.34,672.4,67.6,44.1,52.0,root_knot_nematodes
47.9,33.1,6.64,683.2,89.1,43.2,40.4,root_knot_nematodes
33.9,26.6,7.37,658.6,73.4,53.9,49.5,root_knot_nematodes
40.6,24.3,7.44,698.7,77.5,58.0,44.2,root_knot_nematodes
37.6,24.8,7.23,621.8,86.8,43.6,48.4,root_knot_nematodes
42.8,33.0,6.75,679.0,62.0,52.9,50.4,root_knot_nematodes
49.8,27.1,6.8,633.6,73.9,53.6,48.6,root_knot_nematodes
38.4,31.9,6.71,825.6,65.6,59.6,57.3,root_knot_nematodes
41.0,26.9,7.05,639.6,67.3,53.2,58.0,root_knot_nematodes
49.6,33.2,7.27,854.9,68.4,49.4,49.8,root_knot_nematodes
44.1,27.7,7.08,645.7,86.6,43.9,48.6,root_knot_nematodes
33.3,28.4,6.61,687.7,68.4,46.4,56.7,root_knot_nematodes
42.7,26.7,7.12,738.0,77.2,53.9,46.3,root_knot_nematodes
46.5,28.9,6.74,737.3,64.9,41.7,53.5,root_knot_nematodes
42.4,28.0,7.1,805.2,69.7,45.4,46.5,root_knot_nematodes
40.0,29.5,7.43,823.7,61.3,52.2,59.7,root_knot_nematodes
33.5,32.5,6.98,867.5,70.3,52.8,56.1,root_knot_nematodes
43.0,27.0,7.05,835.9,76.5,47.1,45.6,root_knot_nematodes
33.0,28.3,6.62,866.9,72.8,58.1,57.9,root_knot_nematodes
37.1,28.4,6.56,687.4,68.7,59.3,59.8,root_knot_nematodes
48.1,26.7,7.21,864.2,71.8,55.0,42.7,root_knot_nematodes
38.5,25.7,7.23,987.9,82.8,56.9,55.0,root_knot_nematodes
43.2,27.4,6.65,975.6,77.6,47.4,52.1,root_knot_nematodes
42.4,27.7,6.62,852.4,74.9,57.7,47.6,root_knot_nematodes
41.6,24.3,7.37,848.7,79.9,46.7,41.2,root_knot_nematodes
39.1,26.8,7.47,847.2,78.3,58.4,52.8,root_knot_nematodes
45.7,29.0,7.16,917.3,66.8,44.4,42.4,root_knot_nematodes
34.9,26.0,7.38,839.5,68.9,43.9,55.5,root_knot_nematodes
41.5,29.8,7.45,704.6,87.5,48.9,46.3,root_knot_nematodes
37.0,31.2,6.7,846.1,73.1,54.6,59.6,root_knot_nematodes
37.9,30.5,7.3,716.8,63.4,40.7,58.6,root_knot_nematodes
37.4,30.0,7.09,711.6,80.7,49.2,59.8,root_knot_nematodes
30.9,24.7,6.72,734.8,80.8,40.0,56.5,root_knot_nematodes
32.3,26.1,6.57,630.6,89.6,52.7,55.8,root_knot_nematodes
45.5,33.4,6.54,884.3,78.8,42.3,45.5,root_knot_nematodes
42.3,26.5,7.49,983.9,78.1,59.2,49.8,root_knot_nematodes
44.8,25.5,7.44,635.7,70.0,53.7,50.0,root_knot_nematodes
36.2,33.3,7.2,882.1,63.7,40.6,51.7,root_knot_nematodes
30.1,25.0,7.26,994.7,87.2,40.1,51.3,root_knot_nematodes
31.7,28.9,6.59,682.4,79.3,41.4,48.7,root_knot_nematodes
46.3,32.7,6.79,846.7,64.2,59.9,45.4,root_knot_nematodes
40.6,26.0,6.55,833.6,82.2,49.5,56.4,root_knot_nematodes
35.5,33.8,7.4,767.9,86.7,56.6,53.0,root_knot_nematodes
34.6,29.5,7.42,748.8,83.3,50.4,44.8,root_knot_nematodes
43.7,33.7,7.42,818.1,60.2,43.2,55.4,root_knot_nematodes
38.6,26.7,7.03,740.7,79.9,45.6,41.5,root_knot_nematodes
44.2,25.1,7.41,741.5,74.2,49.5,48.7,root_knot_nematodes
47.2,30.4,6.59,667.6,69.3,51.6,59.9,root_knot_nematodes
34.8,27.3,7.29,793.8,75.8,43.7,56.5,root_knot_nematodes
43.8,24.7,7.34,631.9,74.2,44.7,44.4,root_knot_nematodes
34.9,33.3,7.48,729.0,60.6,52.2,40.8,root_knot_nematodes
47.6,30.2,6.74,629.2,72.8,57.4,46.6,root_knot_nematodes
45.7,25.5,6.87,799.2,68.0,53.7,52.5,root_knot_nematodes
38.9,27.6,6.52,729.9,82.3,45.5,55.3,root_knot_nematodes
49.2,29.0,7.03,848.1,62.3,43.2,52.4,root_knot_nematodes
48.3,25.5,6.91,771.7,73.8,46.1,48.5,root_knot_nematodes
42.0,29.8,7.1,805.9,67.9,50.6,58.2,root_knot_nematodes
45.0,29.4,6.55,730.4,72.5,44.7,56.1,root_knot_nematodes
46.9,27.7,7.5,674.9,70.8,50.3,40.1,root_knot_nematodes
41.4,24.4,7.34,653.6,76.4,41.8,51.7,root_knot_nematodes
31.8,24.4,6.77,648.1,67.7,45.7,47.1,root_knot_nematodes
46.5,28.2,6.59,694.5,60.2,47.3,47.2,root_knot_nematodes
39.4,28.1,6.72,690.2,61.0,47.9,58.0,root_knot_nematodes
32.5,30.3,7.4,951.1,76.8,57.6,50.1,root_knot_nematodes
42.4,32.2,6.75,987.2,88.4,41.9,53.3,root_knot_nematodes
39.6,25.9,6.96,804.2,69.9,50.0,47.2,root_knot_nematodes
31.4,28.6,7.15,738.2,76.6,42.3,44.0,root_knot_nematodes
30.4,24.6,7.08,697.9,89.5,54.3,41.8,root_knot_nematodes
49.5,29.5,7.12,749.3,67.8,56.3,46.6,root_knot_nematodes
41.0,32.8,6.88,722.5,66.4,41.0,59.3,root_knot_nematodes
43.3,32.3,7.47,993.3,89.7,48.3,59.7,root_knot_nematodes
41.4,25.7,6.97,901.4,86.3,51.3,46.2,root_knot_nematodes
42.4,31.4,6.81,966.1,67.7,45.6,51.4,root_knot_nematodes
35.0,27.0,7.19,806.9,78.0,54.0,43.7,root_knot_nematodes
49.6,24.7,7.05,664.8,66.0,47.5,42.3,root_knot_nematodes
31.9,33.1,7.28,737.5,77.1,58.1,44.7,root_knot_nematodes
46.8,31.5,7.28,720.4,61.1,55.3,50.0,root_knot_nematodes
48.9,25.5,7.36,920.9,71.8,40.6,51.2,root_knot_nematodes
39.6,27.3,7.09,942.5,64.3,56.3,54.3,root_knot_nematodes
33.0,24.4,7.47,902.4,70.8,40.2,46.4,root_knot_nematodes
42.9,31.9,7.23,684.4,63.7,41.9,49.8,root_knot_nematodes
49.8,26.1,6.62,655.1,90.0,54.9,53.0,root_knot_nematodes
36.4,30.3,7.09,642.7,82.0,42.9,44.4,root_knot_nematodes
32.2,32.3,7.49,873.7,67.3,44.1,43.7,root_knot_nematodes
36.0,27.5,7.22,792.0,67.2,41.6,57.1,root_knot_nematodes
34.8,26.7,6.92,616.8,80.3,51.6,59.8,root_knot_nematodes
37.2,25.7,6.87,957.1,63.3,58.4,48.0,root_knot_nematodes
31.1,27.1,7.36,737.0,88.3,58.9,47.7,root_knot_nematodes
31.5,30.5,6.87,928.6,64.5,54.1,41.0,root_knot_nematodes
44.5,27.1,7.47,892.5,67.7,40.4,49.8,root_knot_nematodes
42.8,31.5,7.34,728.2,71.6,48.5,43.8,root_knot_nematodes
31.1,26.5,6.88,899.6,69.4,40.4,59.1,root_knot_nematodes
45.0,32.0,7.12,638.5,85.7,51.7,42.7,root_knot_nematodes
36.9,24.6,6.88,707.4,68.6,57.5,42.6,root_knot_nematodes
47.9,33.8,6.77,676.6,74.5,55.9,50.8,root_knot_nematodes
32.1,25.8,7.36,707.4,74.6,57.0,45.8,root_knot_nematodes
35.2,25.8,7.48,893.0,70.9,57.1,42.1,root_knot_nematodes
35.5,32.8,7.45,759.0,72.7,43.5,52.9,root_knot_nematodes
37.0,30.7,6.71,691.1,83.5,59.3,54.7,root_knot_nematodes
33.0,32.7,6.81,770.5,84.5,47.6,45.0,root_knot_nematodes
40.4,33.0,7.3,670.3,62.6,48.3,57.4,root_knot_nematodes
45.0,33.7,7.5,847.4,82.6,56.1,56.1,root_knot_nematodes
34.8,26.0,7.29,895.9,65.6,59.5,49.5,root_knot_nematodes
43.0,31.6,6.55,802.7,84.7,59.7,51.8,root_knot_nematodes
30.5,33.5,6.89,906.0,89.7,48.8,50.4,root_knot_nematodes
47.0,32.6,6.97,618.6,76.2,58.4,59.6,root_knot_nematodes
34.1,24.5,6.88,646.9,87.0,48.1,52.1,root_knot_nematodes
40.3,26.7,6.54,658.5,60.6,40.2,57.7,root_knot_nematodes
39.5,33.3,6.51,894.3,77.3,59.3,59.1,root_knot_nematodes
42.0,33.2,7.46,847.3,67.0,52.8,49.8,root_knot_nematodes
49.8,27.5,7.12,766.6,85.9,46.3,58.5,root_knot_nematodes
41.1,33.6,6.81,806.9,75.1,53.9,46.7,root_knot_nematodes
35.2,33.8,6.76,609.9,68.4,51.0,47.1,root_knot_nematodes
36.3,31.5,7.27,921.8,65.4,58.8,58.2,root_knot_nematodes
38.7,24.1,7.19,952.1,73.9,44.7,49.3,root_knot_nematodes
39.9,29.7,7.06,792.3,62.5,51.7,45.3,root_knot_nematodes
44.1,26.0,7.27,860.1,87.7,52.8,45.5,root_knot_nematodes
49.1,30.6,7.15,765.6,73.1,41.5,55.1,root_knot_nematodes
50.0,33.9,6.52,925.5,71.4,55.0,54.1,root_knot_nematodes
34.2,29.1,6.63,933.9,74.1,46.0,43.2,root_knot_nematodes
33.8,30.1,7.47,830.1,80.0,45.4,50.7,root_knot_nematodes
46.7,27.9,6.52,830.3,84.0,51.7,49.1,root_knot_nematodes
45.3,29.6,6.78,826.4,83.6,40.7,58.6,root_knot_nematodes
32.3,27.9,6.86,889.9,75.2,55.1,54.3,root_knot_nematodes
43.2,30.5,7.44,619.8,86.2,43.1,43.9,root_knot_nematodes
40.6,30.8,7.07,844.3,71.2,43.8,52.2,root_knot_nematodes
42.9,27.3,7.02,910.5,67.3,47.9,53.4,root_knot_nematodes
37.5,33.3,6.72,718.5,85.2,48.5,47.1,root_knot_nematodes
45.9,27.1,7.14,790.8,89.9,57.5,48.0,root_knot_nematodes
34.6,32.6,6.84,941.9,67.2,44.1,59.3,root_knot_nematodes
47.5,33.2,6.64,873.0,66.3,58.5,58.1,root_knot_nematodes
46.7,30.5,7.01,646.3,82.3,57.3,57.1,root_knot_nematodes
30.8,30.5,6.71,661.5,73.4,48.7,46.0,root_knot_nematodes
46.5,28.4,7.39,849.8,88.3,49.1,41.4,root_knot_nematodes
47.1,25.6,6.84,717.3,75.0,47.9,46.7,root_knot_nematodes
32.7,25.5,7.4,959.2,63.7,56.6,48.6,root_knot_nematodes
44.6,25.3,6.74,759.5,87.3,48.2,46.4,root_knot_nematodes
38.4,26.3,7.42,867.1,85.4,56.9,44.5,root_knot_nematodes
33.4,31.4,6.62,631.3,88.5,40.3,46.6,root_knot_nematodes
39.0,28.9,6.88,777.9,84.2,54.0,46.0,root_knot_nematodes
43.8,28.1,6.83,889.0,75.9,56.1,40.1,root_knot_nematodes
45.6,25.5,7.21,890.2,67.9,51.7,52.4,root_knot_nematodes
69.8,27.3,5.96,1141.4,20.8,34.2,27.8,damping_off
62.8,24.7,6.08,1125.0,21.0,35.7,24.4,damping_off
74.3,20.2,6.31,1040.0,24.7,26.8,18.5,damping_off
72.1,22.8,5.55,1117.3,21.2,24.1,16.7,damping_off
77.6,22.7,5.94,868.0,18.2,25.4,17.5,damping_off
62.2,21.6,5.92,1143.9,18.0,25.0,12.2,damping_off
71.9,25.6,6.05,988.2,16.8,20.6,24.3,damping_off
68.2,26.6,5.94,959.7,25.4,33.9,15.7,damping_off
73.8,25.2,6.35,1037.0,13.8,32.6,15.4,damping_off
67.7,24.8,5.6,1010.2,20.0,39.3,28.7,damping_off
66.4,21.6,6.36,935.7,29.9,29.4,14.8,damping_off
63.0,20.1,6.46,1161.5,28.5,26.0,20.6,damping_off
73.5,25.4,5.55,914.2,19.6,37.8,26.2,damping_off
73.2,25.7,5.58,1170.2,21.3,33.5,29.2,damping_off
67.6,26.1,5.9,859.4,15.3,29.2,15.4,damping_off
63.3,22.2,6.17,1109.2,28.9,37.2,17.7,damping_off
63.1,25.1,6.27,980.6,19.5,37.9,24.1,damping_off
79.5,24.3,6.18,933.8,12.2,23.3,10.5,damping_off
61.2,21.0,5.85,1019.4,15.4,25.5,27.2,damping_off
63.8,20.9,5.91,898.2,24.6,20.6,14.0,damping_off
64.7,21.3,6.02,1082.9,23.7,36.2,19.5,damping_off
78.1,20.7,5.83,1000.0,21.2,25.1,27.3,damping_off
73.6,25.9,5.56,1008.0,15.5,31.8,20.1,damping_off
67.9,21.1,6.15,997.7,13.9,23.6,25.5,damping_off
70.9,24.7,5.73,1171.6,18.3,25.6,17.1,damping_off
68.4,27.3,6.27,818.7,26.3,27.7,30.0,damping_off
70.5,22.0,6.23,1077.5,21.4,36.1,19.1,damping_off
65.7,26.8,6.42,1095.4,11.2,25.8,23.1,damping_off
68.3,24.0,5.74,1051.1,13.9,29.6,29.2,damping_off
63.6,27.6,6.4,823.2,13.8,28.3,19.1,damping_off
61.7,20.3,6.4,1091.4,10.4,22.6,19.4,damping_off
66.2,22.6,5.8,1111.9,20.6,20.2,20.6,damping_off
64.3,21.5,6.35,848.3,27.5,23.5,21.4,damping_off
63.6,20.6,5.59,978.7,25.6,31.9,14.5,damping_off
77.9,21.1,5.73,948.5,13.3,23.4,29.5,damping_off
71.1,22.6,6.4,961.6,13.6,27.9,28.7,damping_off
73.9,26.4,5.57,957.4,20.1,23.3,19.2,damping_off
61.1,23.2,5.77,1045.7,23.9,33.3,13.6,damping_off
63.8,26.4,6.38,880.6,20.6,39.3,17.2,damping_off
64.5,24.8,6.41,1089.0,29.3,25.6,12.6,damping_off
68.2,22.1,5.65,1187.3,17.9,34.0,18.7,damping_off
64.4,22.2,5.6,1046.4,13.3,36.7,15.9,damping_off
75.5,26.1,5.94,1078.3,14.8,37.0,10.4,damping_off
62.5,26.5,6.3,1022.0,28.7,33.1,20.2,damping_off
60.9,22.6,5.82,1083.2,29.1,38.7,29.2,damping_off
77.8,21.0,6.43,1037.5,26.2,25.4,12.4,damping_off
66.5,21.0,6.38,876.4,27.9,27.8,23.7,damping_off
75.9,26.1,6.49,1140.4,16.5,26.2,18.2,damping_off
74.3,24.5,5.92,1078.5,17.4,21.4,18.3,damping_off
67.4,23.2,6.26,825.1,21.3,35.4,18.4,damping_off
73.9,23.0,6.42,843.5,19.3,20.4,29.1,damping_off
75.6,26.0,6.0,823.0,13.7,35.2,23.1,damping_off
79.4,26.1,6.28,903.1,21.6,30.5,27.9,damping_off
77.9,26.7,5.57,1124.3,14.9,20.2,15.0,damping_off
65.1,21.8,6.14,962.1,21.5,30.3,24.1,damping_off
76.2,24.0,6.11,814.1,18.2,39.5,14.3,damping_off
72.9,25.7,6.1,1098.2,12.4,39.9,14.3,damping_off
75.7,25.8,6.02,874.6,10.4,23.0,27.3,damping_off
67.3,27.0,6.38,1112.8,13.2,28.5,25.2,damping_off
65.8,23.0,6.43,1045.8,24.2,24.9,18.4,damping_off
76.8,23.4,6.19,1142.2,13.6,29.6,27.9,damping_off
77.8,23.5,6.21,1084.7,20.9,21.3,13.7,damping_off
67.5,27.5,6.16,1193.7,26.4,30.5,29.7,damping_off
75.3,22.2,6.45,969.6,19.6,25.4,11.8,damping_off
66.4,20.3,5.8,961.1,12.5,26.4,24.2,damping_off
79.5,26.1,6.17,871.2,22.1,25.3,27.9,damping_off
60.1,26.3,6.0,1193.2,16.0,36.5,13.2,damping_off
76.6,23.9,6.37,804.9,15.0,37.8,21.8,damping_off
60.1,20.3,5.87,1002.8,20.9,20.2,21.9,damping_off
66.9,22.6,5.66,859.8,10.2,25.2,29.0,damping_off
73.3,20.7,6.1,996.3,28.1,31.7,15.3,damping_off
60.9,27.6,5.99,909.9,11.5,21.8,17.1,damping_off
73.0,20.5,5.74,1179.4,28.5,28.7,28.6,damping_off
70.4,22.0,6.47,842.2,15.8,34.5,18.0,damping_off
63.1,20.7,6.46,861.4,19.5,40.0,11.8,damping_off
73.2,27.6,5.64,836.4,27.7,37.8,25.7,damping_off
63.9,20.7,6.47,1180.0,14.7,38.0,15.3,damping_off
74.2,25.0,5.56,1136.9,27.3,39.7,23.6,damping_off
77.2,23.9,5.92,1059.5,21.7,26.4,13.9,damping_off
73.6,24.7,5.99,1149.4,28.2,27.5,24.1,damping_off
71.9,22.4,5.69,1186.6,13.8,39.1,18.1,damping_off
74.6,25.3,6.21,1194.8,22.0,24.4,24.1,damping_off
66.2,23.0,5.68,1143.6,29.2,37.3,26.8,damping_off
74.6,22.1,5.69,1132.6,27.7,34.2,10.7,damping_off
67.4,21.5,5.96,1134.3,14.3,32.9,12.4,damping_off
77.3,27.2,6.27,1169.0,26.1,25.5,11.6,damping_off
68.7,22.2,5.65,846.5,12.1,35.5,11.6,damping_off
64.1,20.2,5.8,869.9,28.2,32.4,27.0,damping_off
67.7,25.3,6.13,910.5,11.3,35.6,13.0,damping_off
75.3,22.4,6.2,903.5,20.4,29.2,22.7,damping_off
64.0,26.5,5.98,914.3,23.3,22.6,15.6,damping_off
69.0,25.8,5.93,852.7,28.1,34.4,15.0,damping_off
64.4,23.9,5.88,810.7,22.3,35.2,28.7,damping_off
68.2,21.2,6.24,1061.0,10.5,31.1,24.1,damping_off
63.9,27.6,5.51,1176.0,12.4,35.6,27.4,damping_off
70.7,22.3,5.97,1047.8,18.8,33.6,19.8,damping_off
65.2,23.0,6.02,1086.1,18.6,28.5,18.0,damping_off
72.7,23.7,5.53,953.8,29.9,38.2,27.1,damping_off
69.3,25.5,5.5,810.6,26.5,26.9,11.5,damping_off
68.0,26.4,5.96,835.4,22.4,22.6,23.5,damping_off
66.2,23.5,5.75,938.8,21.0,38.7,29.7,damping_off
67.7,22.1,6.03,812.2,11.1,28.5,13.8,damping_off
71.2,23.8,6.49,1074.3,22.4,32.8,23.8,damping_off
64.4,26.3,5.66,1004.8,23.0,22.0,14.3,damping_off
70.7,22.7,5.99,875.8,24.4,23.3,16.2,damping_off
71.5,27.6,5.93,994.0,29.5,37.3,19.1,damping_off
76.6,20.5,5.51,1057.7,25.3,34.0,18.3,damping_off
70.7,26.5,6.37,983.1,18.3,28.7,24.2,damping_off
79.9,27.6,6.04,980.1,22.6,38.7,14.3,damping_off
79.4,26.8,6.38,994.9,23.0,22.0,21.8,damping_off
70.7,23.6,6.25,877.5,10.5,26.2,26.3,damping_off
70.0,23.0,5.82,1060.8,17.2,39.3,21.4,damping_off
78.4,21.9,6.41,1141.3,14.1,21.3,16.7,damping_off
72.5,24.3,5.77,939.4,14.0,30.1,18.2,damping_off
73.8,25.3,6.19,900.3,28.5,32.4,19.7,damping_off
65.5,27.5,5.51,976.5,17.4,31.5,21.6,damping_off
64.9,23.2,5.9,1112.1,15.5,31.0,15.1,damping_off
74.1,23.0,6.29,974.2,12.4,26.5,17.0,damping_off
76.0,20.8,6.08,931.2,10.6,34.8,21.0,damping_off
62.1,24.6,5.87,927.8,22.9,36.9,19.6,damping_off
61.1,23.4,5.88,827.9,12.5,32.0,11.2,damping_off
73.0,26.0,6.42,970.0,20.4,35.0,21.8,damping_off
63.1,22.5,6.1,883.7,11.6,24.0,23.1,damping_off
67.7,26.1,6.14,1183.5,25.3,21.8,10.2,damping_off
72.8,24.5,6.5,1164.8,11.8,22.8,16.3,damping_off
72.8,27.1,6.01,1123.1,16.4,20.8,20.8,damping_off
77.0,24.2,5.97,995.2,13.7,38.5,17.3,damping_off
62.2,27.5,6.12,875.2,25.4,32.7,27.9,damping_off
68.0,20.7,6.5,965.6,12.6,26.8,22.5,damping_off
64.0,21.3,5.68,917.4,20.2,36.4,28.5,damping_off
72.5,26.5,5.77,1137.1,17.6,24.6,12.5,damping_off
62.3,21.4,6.12,1154.3,29.5,21.3,19.7,damping_off
64.0,26.8,6.23,1037.7,27.2,24.2,20.2,damping_off
73.7,20.6,5.78,918.9,25.2,36.2,29.1,damping_off
74.2,23.1,6.21,1144.4,13.7,21.2,20.2,damping_off
69.6,22.1,6.18,854.3,18.5,24.7,18.4,damping_off
62.3,24.0,6.11,829.4,22.0,31.6,17.0,damping_off
79.5,23.7,6.21,950.5,26.3,24.6,29.8,damping_off
62.9,25.3,6.45,977.5,28.9,23.6,26.7,damping_off
64.6,23.9,5.6,941.3,11.4,28.1,20.7,damping_off
62.2,26.1,5.68,830.7,18.7,22.5,25.5,damping_off
62.2,22.8,5.88,1042.0,18.8,29.5,17.5,damping_off
79.9,27.0,6.13,810.1,13.5,22.7,13.8,damping_off
62.7,26.5,5.8,980.3,27.7,21.8,29.3,damping_off
73.2,22.4,6.13,1149.8,18.2,22.8,26.1,damping_off
69.0,24.2,5.94,1083.8,13.7,24.0,14.7,damping_off
69.3,23.8,5.88,1187.3,12.4,23.7,24.9,damping_off
77.3,21.2,6.17,967.3,20.2,34.7,27.3,damping_off
78.9,21.4,6.44,964.8,19.4,33.1,18.4,damping_off
63.0,23.1,5.56,824.0,25.6,26.4,15.6,damping_off
63.3,27.9,6.28,886.7,17.8,21.2,18.9,damping_off
61.9,24.7,6.04,850.6,30.0,26.2,17.8,damping_off
77.2,20.6,5.91,1171.4,18.4,30.1,16.7,damping_off
72.2,27.5,5.99,877.9,11.0,37.0,13.4,damping_off
62.2,23.4,5.6,937.9,26.2,36.6,19.9,damping_off
77.5,21.5,6.34,1043.9,26.9,32.5,25.3,damping_off
60.7,27.6,6.36,869.7,13.2,34.0,16.9,damping_off
65.8,27.2,6.33,915.2,24.5,29.3,26.0,damping_off
74.8,21.3,5.85,1148.1,11.6,23.4,14.2,damping_off
75.8,24.6,6.44,983.2,13.8,32.3,21.6,damping_off
74.4,24.1,6.11,962.7,12.9,39.4,15.9,damping_off
79.2,26.0,5.73,995.4,22.1,34.6,27.4,damping_off
62.0,22.9,5.58,801.1,23.0,38.4,17.5,damping_off
