moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
16.5,24.7,6.15,550.9,42.1,35.9,33.5,fusarium_basal_rot
28.0,25.4,5.54,720.7,30.5,43.6,40.3,fusarium_basal_rot
18.0,20.3,5.6,550.5,41.5,35.1,34.8,fusarium_basal_rot
20.6,22.5,5.81,617.6,47.5,32.3,38.0,fusarium_basal_rot
21.4,25.3,5.85,871.3,45.1,40.0,38.7,fusarium_basal_rot
27.7,23.4,5.7,708.6,31.8,35.9,36.6,fusarium_basal_rot
28.9,26.0,5.71,869.1,39.2,33.4,43.3,fusarium_basal_rot
15.5,24.4,5.63,506.2,44.3,35.5,47.6,fusarium_basal_rot
17.2,21.1,6.11,803.7,45.8,45.9,34.9,fusarium_basal_rot
19.2,21.4,6.29,507.7,30.4,38.4,40.5,fusarium_basal_rot
22.6,25.3,6.01,547.8,46.3,47.6,38.3,fusarium_basal_rot
24.3,23.6,5.57,566.7,48.0,42.8,33.6,fusarium_basal_rot
55.4,16.6,6.28,979.2,27.7,30.2,21.5,downy_mildew
44.8,21.4,6.76,864.2,32.4,28.0,32.7,downy_mildew
53.3,17.5,6.2,786.9,35.5,32.4,37.0,downy_mildew
43.0,21.3,6.93,845.1,38.5,31.2,29.6,downy_mildew
58.2,19.7,6.35,645.4,33.8,30.9,34.1,downy_mildew
52.4,19.4,6.48,876.2,25.9,23.5,20.4,downy_mildew
59.3,16.5,6.45,923.1,29.8,35.2,23.8,downy_mildew
44.5,16.6,6.46,818.7,34.0,38.1,31.1,downy_mildew
50.7,21.1,6.6,727.0,29.3,28.6,21.8,downy_mildew
44.9,16.2,6.07,739.7,23.9,27.7,39.4,downy_mildew
46.7,21.3,6.43,882.3,31.6,38.3,32.2,downy_mildew
57.1,17.2,6.4,898.9,25.8,23.4,26.9,downy_mildew
45.0,20.5,6.04,601.7,21.3,24.6,26.3,downy_mildew
42.5,21.5,6.59,759.4,29.1,20.5,20.5,downy_mildew
59.8,21.5,6.3,630.9,31.9,20.6,38.9,downy_mildew
53.5,17.9,6.26,828.9,37.1,26.7,39.4,downy_mildew
51.0,16.4,6.2,835.1,32.2,38.1,27.4,downy_mildew
46.0,20.9,6.26,684.2,24.2,27.2,27.7,downy_mildew
55.1,18.5,6.94,921.0,39.8,21.7,28.1,downy_mildew
43.7,21.3,6.78,895.1,36.7,21.5,21.4,downy_mildew
54.0,18.1,6.3,683.0,30.8,30.0,30.3,downy_mildew
49.0,20.6,6.43,684.6,29.4,24.3,27.3,downy_mildew
59.9,20.2,6.42,948.2,32.6,38.3,25.8,downy_mildew
52.5,16.6,6.54,611.5,21.9,22.7,29.3,downy_mildew
40.1,19.9,6.98,743.5,34.5,33.9,22.8,downy_mildew
40.3,21.4,6.07,702.6,32.6,35.0,35.0,downy_mildew
47.9,16.7,6.91,946.2,27.4,22.0,26.1,downy_mildew
53.6,18.5,6.1,632.1,26.3,23.2,28.5,downy_mildew
56.7,20.0,6.77,940.6,30.7,20.7,26.5,downy_mildew
44.0,21.1,6.3,816.8,27.8,22.3,38.7,downy_mildew
50.1,20.1,6.59,853.6,20.1,30.7,26.7,downy_mildew
43.4,17.4,6.38,803.1,32.9,27.7,39.7,downy_mildew
45.6,19.6,6.98,969.5,34.6,22.6,36.0,downy_mildew
59.9,20.3,6.17,968.2,26.8,39.5,25.8,downy_mildew
51.5,21.4,6.96,731.9,21.4,23.2,28.8,downy_mildew
48.4,18.9,6.61,632.0,28.5,23.1,21.2,downy_mildew
56.5,18.4,6.19,725.4,29.1,33.2,23.9,downy_mildew
47.8,16.4,6.23,807.4,20.7,38.7,22.3,downy_mildew
58.3,16.7,7.0,860.5,28.7,28.7,39.4,downy_mildew
49.0,16.8,6.52,822.8,29.5,23.4,30.2,downy_mildew
43.4,17.0,6.58,681.9,38.8,31.6,20.4,downy_mildew
54.7,19.3,6.11,906.9,28.8,25.3,30.5,downy_mildew
48.6,18.6,6.77,902.7,24.6,27.1,26.1,downy_mildew
58.2,21.2,6.44,900.0,31.9,27.3,30.8,downy_mildew
43.2,19.1,6.75,771.7,20.5,22.3,34.4,downy_mildew
54.3,16.7,6.57,966.9,31.9,32.4,23.9,downy_mildew
56.0,19.9,6.44,845.8,25.7,36.6,25.6,downy_mildew
49.2,17.9,6.6,904.4,26.1,32.8,28.3,downy_mildew
44.1,18.9,6.79,901.8,26.9,37.5,24.0,downy_mildew
48.3,17.6,6.91,790.1,37.3,38.3,37.9,downy_mildew
44.4,19.0,6.42,685.4,27.3,21.8,21.8,downy_mildew
55.3,21.7,6.23,651.5,38.4,22.5,39.1,downy_mildew
41.3,19.3,6.11,625.1,34.5,28.4,27.9,downy_mildew
43.3,21.2,6.98,843.7,24.5,25.0,21.6,downy_mildew
52.8,19.5,6.39,682.5,32.1,20.2,23.8,downy_mildew
57.8,20.7,6.33,758.3,26.7,37.8,31.5,downy_mildew
53.5,18.9,6.89,873.4,35.5,24.4,34.1,downy_mildew
56.9,21.2,6.96,795.8,21.3,33.9,38.1,downy_mildew
55.2,20.4,6.18,992.7,29.1,22.3,30.1,downy_mildew
53.1,21.3,6.43,728.2,21.6,32.2,33.6,downy_mildew
47.7,16.7,6.83,603.2,28.3,26.7,34.9,downy_mildew
59.2,20.2,6.32,739.9,30.1,36.1,39.3,downy_mildew
50.3,17.2,6.89,948.9,25.9,38.9,25.5,downy_mildew
40.7,20.7,6.18,800.9,21.4,37.9,39.4,downy_mildew
41.3,18.4,6.58,978.0,22.2,33.5,31.0,downy_mildew
57.3,19.7,6.82,953.4,31.8,20.4,36.3,downy_mildew
58.1,19.2,6.55,761.2,32.9,34.3,28.4,downy_mildew
48.0,18.9,6.19,880.0,33.3,29.9,22.7,downy_mildew
50.0,18.5,6.73,869.6,26.4,39.0,20.3,downy_mildew
45.9,17.5,6.43,994.6,22.5,33.6,22.6,downy_mildew
55.4,21.1,6.82,912.4,28.4,21.4,25.4,downy_mildew
55.1,20.1,6.89,887.4,28.1,38.0,38.9,downy_mildew
54.2,20.5,6.1,920.1,28.3,28.2,26.1,downy_mildew
53.1,16.0,6.86,705.2,21.6,28.0,27.1,downy_mildew
45.8,18.1,6.59,782.6,27.3,29.0,36.5,downy_mildew
57.1,20.9,6.11,659.9,27.0,27.4,30.9,downy_mildew
47.7,21.6,6.27,886.2,33.3,30.3,35.7,downy_mildew
58.7,20.4,6.43,659.0,38.6,20.3,23.0,downy_mildew
49.4,20.4,6.39,937.6,34.2,21.2,32.2,downy_mildew
58.8,20.4,6.16,910.3,26.8,23.2,21.2,downy_mildew
49.8,20.0,6.44,762.3,23.9,30.6,24.7,downy_mildew
52.0,19.7,6.6,930.2,22.3,35.4,39.9,downy_mildew
54.8,20.3,6.27,981.8,32.2,22.2,38.0,downy_mildew
52.2,17.0,6.38,684.1,34.8,25.4,35.0,downy_mildew
44.2,17.1,6.9,680.5,23.8,23.4,28.5,downy_mildew
41.7,20.4,6.59,830.8,21.4,21.1,31.5,downy_mildew
41.8,21.7,6.42,653.1,35.9,24.6,24.7,downy_mildew
45.3,18.4,6.33,767.5,27.3,33.1,37.7,downy_mildew
49.0,19.5,6.24,837.0,31.5,33.4,32.4,downy_mildew
44.8,21.3,6.36,698.5,28.2,23.9,25.8,downy_mildew
40.7,18.6,6.67,908.2,21.4,28.3,40.0,downy_mildew
46.3,19.9,6.79,901.8,29.6,20.8,34.0,downy_mildew
41.0,18.1,6.99,664.2,22.7,30.1,31.0,downy_mildew
54.0,17.9,6.61,624.3,21.5,29.8,27.4,downy_mildew
45.2,20.1,6.61,667.5,32.4,28.7,21.5,downy_mildew
42.2,17.9,6.73,690.6,26.8,25.4,33.5,downy_mildew
47.6,18.9,6.87,990.4,36.6,22.8,26.1,downy_mildew
46.0,17.8,6.42,653.3,28.2,39.4,30.4,downy_mildew
56.0,21.7,6.33,713.6,25.5,35.9,37.7,downy_mildew
57.2,21.6,6.74,879.4,26.9,31.7,33.8,downy_mildew
59.2,17.8,6.68,705.1,23.1,24.7,21.1,downy_mildew
47.4,17.5,6.85,664.7,40.0,20.2,33.7,downy_mildew
50.3,17.4,6.12,631.2,26.1,38.0,34.8,downy_mildew
47.0,19.3,7.0,818.3,20.5,35.7,32.7,downy_mildew
54.1,17.2,6.56,901.3,32.8,33.1,33.5,downy_mildew
41.8,21.8,6.7,923.5,33.4,21.6,30.0,downy_mildew
57.2,18.6,6.31,784.8,30.5,31.1,37.0,downy_mildew
49.0,16.1,6.96,663.9,22.3,27.4,24.1,downy_mildew
47.1,16.7,6.13,708.5,22.3,38.4,30.3,downy_mildew
40.3,19.8,6.67,731.7,32.5,35.9,32.7,downy_mildew
55.6,18.2,6.59,769.9,36.3,26.1,23.5,downy_mildew
50.0,18.4,6.12,738.1,20.7,32.7,20.1,downy_mildew
49.0,18.7,6.65,600.7,28.2,28.0,39.4,downy_mildew
42.9,19.9,6.02,717.5,27.9,26.5,37.7,downy_mildew
43.3,19.7,6.08,807.2,32.3,36.1,33.8,downy_mildew
47.4,20.5,6.22,924.2,34.7,26.1,31.6,downy_mildew
59.6,16.3,6.16,798.4,30.4,37.9,20.6,downy_mildew
56.5,16.8,6.08,859.3,21.4,28.0,23.1,downy_mildew
41.2,18.1,6.99,946.9,36.6,23.6,24.1,downy_mildew
55.9,21.3,6.13,877.7,31.0,38.2,29.6,downy_mildew
43.1,18.5,6.27,613.8,34.1,37.7,31.6,downy_mildew
47.6,18.9,6.96,685.5,37.0,22.7,28.5,downy_mildew
55.3,17.9,6.13,726.4,29.6,26.0,20.3,downy_mildew
44.1,21.3,6.64,855.2,33.9,32.5,34.5,downy_mildew
59.4,21.2,6.12,792.2,26.4,24.4,33.1,downy_mildew
54.4,19.8,6.65,859.5,37.9,29.2,34.9,downy_mildew
48.8,19.8,6.71,676.1,30.7,37.3,35.6,downy_mildew
41.4,20.1,6.12,767.2,24.0,38.1,31.4,downy_mildew
50.1,19.2,6.34,894.5,23.8,28.6,30.1,downy_mildew
40.2,16.2,6.33,679.5,33.9,34.1,34.9,downy_mildew
41.8,18.5,6.44,738.6,25.1,22.4,37.3,downy_mildew
58.7,21.3,6.4,692.1,21.0,33.4,26.3,downy_mildew
44.4,18.5,6.16,722.4,32.5,30.8,28.9,downy_mildew
52.1,16.9,6.53,858.0,31.4,24.6,29.4,downy_mildew
53.9,18.6,6.4,806.0,36.5,34.1,39.5,downy_mildew
41.6,16.6,6.55,650.6,39.8,38.8,30.8,downy_mildew
41.2,18.8,6.73,654.3,21.9,22.6,27.1,downy_mildew
48.6,19.6,6.91,652.3,23.1,20.8,35.0,downy_mildew
52.1,21.8,6.91,760.8,28.3,24.7,24.9,downy_mildew
48.5,21.9,6.32,716.6,28.7,35.4,23.6,downy_mildew
49.6,19.3,6.74,854.8,29.1,29.8,31.0,downy_mildew
49.5,19.0,6.05,859.2,24.3,31.4,31.8,downy_mildew
46.3,16.0,6.63,934.7,39.1,25.3,27.8,downy_mildew
48.6,19.2,6.8,864.7,29.6,33.3,31.8,downy_mildew
54.2,19.7,6.92,964.5,24.0,22.2,33.0,downy_mildew
42.0,16.4,6.78,964.5,22.0,39.2,28.8,downy_mildew
41.1,20.9,6.86,626.6,36.0,31.9,30.5,downy_mildew
57.6,19.6,6.05,643.7,31.1,27.0,29.4,downy_mildew
40.4,18.4,6.42,953.3,35.3,35.8,27.4,downy_mildew
49.8,18.0,6.79,990.5,29.0,28.1,38.6,downy_mildew
43.7,20.9,6.23,861.7,36.7,23.7,26.5,downy_mildew
51.0,21.4,6.7,881.8,34.6,32.6,39.6,downy_mildew
50.4,19.3,6.23,933.5,34.1,25.8,20.6,downy_mildew
40.9,21.1,6.77,715.4,38.2,21.9,34.5,downy_mildew
59.4,16.4,6.2,728.8,38.9,29.5,23.6,downy_mildew
42.6,18.4,6.94,818.6,24.6,22.8,36.1,downy_mildew
49.8,18.3,6.6,638.4,26.6,22.4,31.5,downy_mildew
51.9,19.7,6.56,760.5,29.0,31.1,35.1,downy_mildew
53.9,16.6,6.0,856.7,34.6,28.7,26.3,downy_mildew
56.3,19.7,6.25,801.5,35.7,30.8,23.5,downy_mildew
58.6,18.1,6.57,878.4,36.2,21.0,38.2,downy_mildew
59.1,16.4,6.4,705.6,23.1,31.1,28.8,downy_mildew
50.4,20.3,6.36,808.8,22.9,27.3,28.4,downy_mildew
41.5,17.7,6.62,738.1,21.3,35.6,36.5,downy_mildew
59.5,16.8,6.42,614.6,36.4,22.1,36.9,downy_mildew
49.8,20.8,6.96,977.6,34.0,26.1,28.7,downy_mildew
50.5,17.8,6.38,817.9,31.9,30.7,20.0,downy_mildew
46.9,18.5,6.12,683.2,33.0,33.4,28.0,downy_mildew
58.7,17.2,6.44,692.5,39.0,23.4,37.3,downy_mildew
42.5,17.8,6.42,836.4,22.6,31.3,31.6,downy_mildew
41.9,19.6,6.48,630.3,38.1,38.0,25.4,downy_mildew
57.5,17.3,6.53,651.3,35.1,30.6,25.3,downy_mildew
48.0,17.2,6.08,799.0,32.4,38.7,20.8,downy_mildew
48.0,18.9,6.74,702.3,20.9,29.6,25.4,downy_mildew
41.3,16.8,6.68,644.8,32.2,36.5,32.3,downy_mildew
50.4,21.0,6.42,737.5,36.6,29.5,22.9,downy_mildew
55.4,20.1,6.27,709.0,37.8,24.0,25.4,downy_mildew
50.4,19.5,6.62,713.2,38.4,26.3,26.4,downy_mildew
50.9,21.6,6.26,705.7,22.8,24.8,39.9,downy_mildew
53.1,18.4,6.76,735.7,38.6,24.8,29.8,downy_mildew
44.9,16.5,6.67,900.4,38.6,20.4,23.0,downy_mildew
51.4,17.9,6.83,840.4,22.1,21.4,30.8,downy_mildew
40.9,17.3,6.3,909.9,33.3,38.0,23.6,downy_mildew
41.7,18.0,6.87,839.2,33.6,34.1,27.2,downy_mildew
51.1,18.9,6.56,673.9,27.6,35.4,26.5,downy_mildew
50.0,18.6,6.04,638.7,36.9,29.0,38.5,downy_mildew
46.5,17.9,6.77,788.7,28.2,34.3,26.5,downy_mildew
56.6,19.0,6.66,741.4,20.5,24.8,24.8,downy_mildew
55.3,21.5,6.35,892.0,34.8,30.4,28.6,downy_mildew
43.9,19.9,6.43,803.9,33.3,28.4,20.8,downy_mildew
52.6,19.9,6.59,674.1,26.1,27.7,31.0,downy_mildew
45.4,18.9,6.83,845.7,28.7,35.6,24.6,downy_mildew
52.3,17.6,6.31,601.7,29.6,35.7,23.6,downy_mildew
45.9,20.7,6.98,941.9,35.6,24.9,35.8,downy_mildew
42.0,17.6,6.98,680.6,20.4,20.2,38.5,downy_mildew
42.4,19.1,6.59,633.3,30.0,24.6,27.7,downy_mildew
59.6,18.4,6.68,967.6,31.0,26.9,28.4,downy_mildew
46.9,17.7,6.46,781.1,32.6,32.3,31.7,downy_mildew
51.0,20.4,6.62,779.1,25.3,25.5,38.1,downy_mildew
55.4,20.0,6.12,836.4,24.7,25.2,33.9,downy_mildew
51.4,19.9,6.11,896.7,22.5,34.0,33.5,white_rot
67.6,20.3,6.16,1018.9,34.3,31.9,37.6,white_rot
57.8,15.6,6.43,812.5,30.2,24.7,33.8,white_rot
58.4,16.7,5.88,724.0,22.1,26.6,21.8,white_rot
61.3,17.2,6.08,847.4,34.2,24.2,28.7,white_rot
64.0,19.4,6.12,818.2,30.0,29.8,29.6,white_rot
66.6,19.1,5.84,948.5,32.8,23.5,21.7,white_rot
61.6,16.2,6.37,767.1,36.5,39.3,32.8,white_rot
55.7,17.0,6.0,712.5,25.6,36.0,37.0,white_rot
66.5,20.3,6.14,978.5,36.8,39.2,34.8,white_rot
64.1,17.2,5.51,943.0,32.9,25.9,28.8,white_rot
69.9,16.9,6.43,947.2,37.2,33.1,30.8,white_rot
58.9,21.2,5.67,953.2,39.0,29.1,22.4,white_rot
63.9,18.7,5.83,707.2,27.7,31.9,33.9,white_rot
50.2,18.6,5.55,709.0,39.2,26.6,31.8,white_rot
63.5,21.1,5.57,858.6,39.4,32.5,33.5,white_rot
60.1,19.0,6.39,773.6,27.6,34.3,34.0,white_rot
63.4,18.5,5.83,888.1,32.9,35.4,34.0,white_rot
67.1,17.2,6.15,1038.0,21.2,23.8,32.2,white_rot
52.5,15.2,5.61,935.7,23.4,20.9,27.6,white_rot
63.4,17.5,6.3,716.2,37.4,32.5,36.5,white_rot
61.4,20.3,5.53,727.7,21.5,25.4,34.3,white_rot
60.6,17.4,6.33,1014.1,20.4,27.7,20.7,white_rot
62.8,15.8,6.09,893.8,26.4,34.3,23.8,white_rot
52.5,17.6,6.22,1055.5,39.3,32.2,35.3,white_rot
62.7,17.7,6.0,713.8,39.7,34.1,24.8,white_rot
64.8,16.1,6.04,921.5,36.8,37.8,20.7,white_rot
68.0,17.2,5.84,886.2,39.1,31.8,36.4,white_rot
60.7,18.2,6.2,1060.5,24.6,27.8,23.1,white_rot
54.5,19.4,6.4,862.9,27.9,36.0,34.1,white_rot
67.8,15.8,6.47,832.5,34.7,39.1,21.6,white_rot
58.0,15.6,6.02,1081.2,29.4,31.9,33.9,white_rot
69.1,21.5,5.51,908.7,27.2,22.3,34.8,white_rot
60.3,20.4,6.42,904.4,23.3,23.6,30.2,white_rot
68.9,18.3,6.09,723.0,21.7,32.4,37.0,white_rot
59.5,17.8,6.26,813.2,21.3,38.9,25.4,white_rot
63.8,21.6,5.75,1031.0,33.2,38.4,22.2,white_rot
54.2,18.3,5.89,727.6,25.3,39.8,30.7,white_rot
69.0,20.9,6.31,1029.9,30.6,37.8,21.7,white_rot
53.8,15.2,6.04,969.9,27.0,33.8,22.9,white_rot
62.6,17.7,5.62,891.9,29.4,24.4,20.1,white_rot
59.0,20.8,6.23,868.2,38.3,30.5,27.1,white_rot
67.1,16.9,6.41,1086.0,34.7,39.5,39.1,white_rot
67.4,21.5,5.85,994.6,28.6,27.5,23.9,white_rot
54.2,17.7,5.71,700.0,38.3,37.8,20.9,white_rot
59.5,20.2,6.24,808.5,35.3,38.8,22.0,white_rot
65.7,21.9,5.58,1055.8,36.2,35.6,20.8,white_rot
54.9,20.2,5.92,710.5,20.5,28.3,30.9,white_rot
52.0,19.7,5.92,935.2,20.8,28.6,30.1,white_rot
65.0,15.7,5.55,830.1,36.8,27.3,36.9,white_rot
57.2,21.1,6.17,968.1,33.5,39.3,27.5,white_rot
68.5,16.2,5.55,809.6,26.2,27.2,27.1,white_rot
66.0,20.9,6.27,743.1,38.0,35.2,36.0,white_rot
59.3,16.2,6.37,936.0,21.3,36.9,26.9,white_rot
56.0,19.6,5.83,812.5,30.4,28.7,31.8,white_rot
54.6,21.6,6.22,781.1,37.9,33.4,29.2,white_rot
59.9,16.6,5.8,1003.7,21.3,22.6,31.0,white_rot
56.2,15.5,6.13,1001.3,21.8,25.6,30.4,white_rot
68.5,17.3,5.69,762.0,35.5,31.1,32.1,white_rot
56.2,18.0,6.4,1028.2,26.6,30.3,35.5,white_rot
62.2,16.2,5.63,833.0,23.2,27.4,31.9,white_rot
67.6,18.6,5.52,880.4,31.4,27.7,26.3,white_rot
56.6,16.8,5.9,941.2,21.9,24.9,23.5,white_rot
63.2,16.7,5.87,982.5,35.1,33.1,27.2,white_rot
50.2,15.2,6.05,857.8,20.9,35.3,31.2,white_rot
50.4,21.7,5.58,953.7,24.0,39.7,28.3,white_rot
66.2,16.6,6.49,1018.2,38.2,26.1,22.0,white_rot
52.8,21.6,5.6,808.1,33.3,29.3,26.9,white_rot
54.4,21.3,6.32,768.0,29.8,32.8,22.4,white_rot
54.3,20.4,6.15,1004.0,27.6,39.9,25.9,white_rot
52.2,17.3,5.82,757.3,22.9,34.6,20.6,white_rot
52.7,15.0,6.47,1038.7,32.0,20.6,22.0,white_rot
52.7,16.6,6.14,797.6,23.6,33.7,37.0,white_rot
56.0,16.6,5.68,849.1,21.0,24.3,26.9,white_rot
70.0,20.9,6.17,949.0,34.3,29.6,39.2,white_rot
67.4,17.2,5.53,984.2,32.8,35.8,21.8,white_rot
50.2,16.7,5.76,995.1,38.2,31.3,39.9,white_rot
64.9,19.2,6.3,993.4,37.9,24.3,33.7,white_rot
53.2,19.0,6.2,767.2,34.3,32.0,34.7,white_rot
57.6,20.3,5.59,701.7,31.2,24.9,37.5,white_rot
57.6,16.9,6.12,953.5,23.2,25.3,32.0,white_rot
59.7,20.8,5.55,1074.2,39.8,22.1,20.0,white_rot
51.8,18.6,6.39,1038.1,38.1,35.5,31.4,white_rot
64.9,15.2,5.79,922.2,22.4,38.9,27.1,white_rot
67.7,16.8,5.9,996.7,24.4,30.2,35.1,white_rot
54.2,18.2,6.02,761.8,30.4,32.9,37.2,white_rot
60.0,19.6,5.73,963.6,20.7,29.3,34.0,white_rot
62.0,17.2,6.41,757.4,31.0,36.8,38.0,white_rot
56.5,18.3,5.59,794.6,29.9,28.2,37.9,white_rot
55.6,20.4,5.94,875.4,29.2,39.7,39.4,white_rot
68.4,22.0,5.64,1035.1,20.9,32.3,37.9,white_rot
51.2,18.5,5.8,892.8,39.5,36.3,29.8,white_rot
53.2,17.9,5.83,845.3,28.7,32.3,35.9,white_rot
55.9,16.6,6.34,767.9,26.1,39.3,20.7,white_rot
56.4,21.7,5.82,781.5,33.8,37.2,36.4,white_rot
63.3,21.2,6.28,703.1,35.5,26.3,31.0,white_rot
60.1,17.9,6.03,1051.9,21.7,35.5,34.0,white_rot
54.8,21.9,6.34,1054.8,25.8,34.4,32.0,white_rot
51.9,15.4,6.1,950.0,27.7,22.0,27.0,white_rot
51.6,21.6,5.67,836.8,26.6,35.2,26.5,white_rot
51.3,17.2,6.4,992.1,21.3,21.6,37.1,white_rot
58.0,19.6,6.01,866.5,34.9,28.6,26.1,white_rot
63.8,21.3,6.49,742.8,37.0,22.7,28.5,white_rot
64.9,21.4,6.19,826.0,30.9,37.1,23.1,white_rot
57.5,19.9,6.15,1052.9,20.7,29.4,38.8,white_rot
62.1,18.0,5.85,1002.7,24.3,34.9,35.2,white_rot
52.1,16.8,6.28,1079.4,38.1,33.0,20.9,white_rot
52.3,19.8,5.62,1096.4,24.0,36.8,28.5,white_rot
62.3,17.6,5.84,1019.1,37.8,23.3,23.2,white_rot
57.6,21.0,5.85,1011.4,21.2,32.6,30.4,white_rot
61.9,19.8,5.74,1021.3,35.7,36.9,25.1,white_rot
58.1,18.1,6.48,795.3,22.4,31.0,30.9,white_rot
55.2,16.7,6.18,920.3,30.8,27.9,25.8,white_rot
61.5,17.6,6.14,1060.6,23.4,22.8,28.2,white_rot
69.0,16.2,6.17,817.9,30.5,35.8,37.6,white_rot
68.4,19.6,6.4,1071.1,35.2,29.6,34.2,white_rot
62.1,21.6,5.56,769.8,35.7,33.1,28.2,white_rot
67.0,18.0,5.79,894.5,29.3,27.5,39.5,white_rot
57.1,20.5,6.15,829.9,31.6,22.1,39.2,white_rot
53.7,18.8,6.49,794.8,38.3,21.1,31.1,white_rot
68.2,19.3,5.53,740.6,38.5,37.8,30.6,white_rot
64.8,15.7,5.81,1008.6,38.0,34.3,26.0,white_rot
51.9,21.3,5.88,1014.3,35.9,25.3,29.3,white_rot
61.8,20.6,6.08,926.1,22.4,36.7,21.0,white_rot
67.6,16.0,6.41,806.5,38.2,20.1,31.7,white_rot
62.5,18.2,6.19,771.9,34.9,24.9,28.5,white_rot
54.0,21.0,6.24,1005.1,30.5,21.1,27.5,white_rot
67.4,20.8,5.57,958.7,26.0,38.9,32.6,white_rot
54.1,19.2,6.21,860.6,26.4,37.2,29.2,white_rot
62.4,18.1,6.09,1085.7,32.8,38.5,27.6,white_rot
52.4,21.9,5.68,745.7,36.6,39.4,33.1,white_rot
58.2,18.3,6.26,863.7,24.9,25.7,39.1,white_rot
69.3,20.2,5.61,1050.7,28.0,21.3,36.2,white_rot
64.5,17.3,5.64,971.9,22.5,30.9,20.3,white_rot
68.7,16.2,5.73,700.7,39.8,31.2,36.7,white_rot
59.1,16.8,6.37,1067.2,21.7,34.7,34.2,white_rot
66.2,15.1,5.67,781.1,25.8,38.8,20.6,white_rot
53.4,16.8,6.09,874.3,29.7,33.0,29.4,white_rot
51.9,18.8,5.78,1096.1,28.3,32.0,35.5,white_rot
54.5,16.8,6.03,743.1,26.4,22.8,28.9,white_rot
59.0,18.3,6.38,1041.7,39.1,30.3,25.5,white_rot
52.6,16.2,5.83,730.5,24.2,36.2,39.8,white_rot
55.0,21.6,5.62,1005.8,33.1,39.1,34.8,white_rot
54.7,21.9,5.82,818.3,31.8,27.6,36.1,white_rot
50.9,19.0,6.31,749.0,28.6,34.8,34.1,white_rot
62.5,15.4,6.26,955.6,34.9,25.2,20.1,white_rot
64.8,18.1,6.49,997.7,33.9,39.9,37.4,white_rot
63.0,18.9,5.58,915.2,39.3,31.1,27.2,white_rot
61.8,19.1,6.02,832.6,22.5,37.1,24.2,white_rot
66.3,18.3,5.84,1038.9,36.6,30.8,28.4,white_rot
54.6,17.5,5.85,923.8,33.0,36.0,23.6,white_rot
55.2,15.3,5.72,920.1,27.1,28.3,20.6,white_rot
58.4,19.4,6.47,884.0,33.5,20.8,24.3,white_rot
58.2,17.3,5.72,1038.9,27.8,25.8,21.7,white_rot
51.3,15.8,5.97,721.2,29.1,21.7,28.2,white_rot
62.0,21.1,5.82,747.3,33.2,21.1,30.0,white_rot
52.4,19.3,6.16,1033.2,23.1,25.2,20.9,white_rot
53.4,15.6,5.7,994.7,34.0,30.9,29.4,white_rot
69.0,19.4,6.3,723.7,24.8,39.8,32.8,white_rot
69.3,19.0,6.26,918.5,22.1,36.0,21.0,white_rot
66.3,21.5,5.62,783.0,22.2,21.9,36.9,white_rot
52.2,18.9,6.11,960.2,29.1,33.1,27.4,white_rot
68.8,15.6,6.49,854.4,24.9,32.8,31.7,white_rot
55.4,16.5,5.76,773.9,39.2,35.2,26.2,white_rot
56.0,18.1,5.65,893.9,36.5,30.2,26.7,white_rot
69.9,19.9,5.55,1030.5,39.2,20.8,21.2,white_rot
58.1,17.8,6.02,933.3,24.1,28.6,22.5,white_rot
66.3,16.8,6.42,974.9,20.9,25.1,32.8,white_rot
66.2,16.9,5.93,908.5,35.7,21.3,21.0,white_rot
50.5,20.3,6.32,1081.0,39.9,27.5,33.7,white_rot
68.3,20.0,5.97,756.7,25.4,30.3,20.4,white_rot
64.2,18.6,6.39,716.2,25.3,34.2,28.4,white_rot
55.8,20.4,6.2,734.3,26.5,31.2,39.4,white_rot
54.2,18.1,5.93,918.2,35.4,20.2,34.4,white_rot
64.4,16.6,6.37,700.4,37.8,20.2,26.5,white_rot
68.7,17.7,5.57,1067.7,29.2,23.2,38.6,white_rot
65.8,21.0,6.11,759.4,35.9,38.4,33.0,white_rot
64.5,20.7,5.78,908.5,31.6,32.6,36.4,white_rot
59.9,17.7,6.49,1057.4,24.1,27.7,24.3,white_rot
54.1,19.7,5.59,1031.3,39.1,20.7,20.6,white_rot
55.9,20.9,5.73,837.8,30.3,38.2,20.9,white_rot
67.3,19.1,5.8,977.0,24.6,34.1,39.4,white_rot
63.8,16.6,6.25,737.7,34.1,36.8,27.3,white_rot
61.6,21.0,6.18,881.2,37.8,21.6,25.5,white_rot
57.2,18.3,6.23,1026.6,34.8,35.0,38.9,white_rot
54.5,15.4,6.28,815.7,35.0,30.6,33.0,white_rot
52.1,16.3,6.02,983.0,27.8,28.7,35.2,white_rot
68.4,21.1,6.28,789.4,36.5,22.6,25.7,white_rot
58.6,20.7,6.11,978.4,27.9,34.4,26.5,white_rot
55.5,15.4,5.63,728.2,27.7,27.7,38.4,white_rot
67.2,16.7,5.71,1061.3,29.9,33.3,30.6,white_rot
58.6,20.4,6.17,803.2,29.0,31.5,37.2,white_rot
63.8,21.2,5.89,957.8,28.7,36.8,29.3,white_rot
68.6,19.5,6.16,839.2,38.7,21.8,22.3,white_rot
54.5,16.6,5.5,816.3,35.5,22.5,26.7,white_rot
